#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LIF	TGFB1	9606.ENSP00000249075	9606.ENSP00000221930	0	0	0	0	0.076	0	0.900	0.367	0.936
LIF	HGF	9606.ENSP00000249075	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.573	0.955
LIF	IL23A	9606.ENSP00000249075	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0.095	0.905
LIF	HBEGF	9606.ENSP00000249075	9606.ENSP00000230990	0	0	0	0	0.108	0	0.900	0.424	0.944
LIF	SAA1	9606.ENSP00000249075	9606.ENSP00000384906	0	0	0	0	0.065	0	0.900	0.067	0.905
LIF	LCN2	9606.ENSP00000249075	9606.ENSP00000362108	0	0	0	0	0.063	0	0.900	0.150	0.913
LIF	IL17F	9606.ENSP00000249075	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.204	0.916
LIF	MMP1	9606.ENSP00000249075	9606.ENSP00000322788	0	0	0	0	0.139	0	0.900	0.208	0.925
LIF	MMP3	9606.ENSP00000249075	9606.ENSP00000299855	0	0	0	0	0.076	0	0.900	0.262	0.925
LIF	MMP9	9606.ENSP00000249075	9606.ENSP00000361405	0	0	0	0	0.062	0	0.900	0.338	0.932
LIF	POMC	9606.ENSP00000249075	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.382	0.935
LIF	IL17A	9606.ENSP00000249075	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.451	0.942
LIF	IL10	9606.ENSP00000249075	9606.ENSP00000412237	0	0	0	0	0.062	0	0.900	0.556	0.954
LIF	IGF1	9606.ENSP00000249075	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.570	0.955
LIF	VEGFA	9606.ENSP00000249075	9606.ENSP00000478570	0	0	0	0	0.093	0	0.900	0.598	0.960
LIF	IL6	9606.ENSP00000249075	9606.ENSP00000385675	0	0	0	0	0.178	0	0.900	0.761	0.978
LIF	STAT3	9606.ENSP00000249075	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.796	0.978
LIF	FGF2	9606.ENSP00000249075	9606.ENSP00000264498	0	0	0	0	0	0	0.900	0.824	0.981
LRP1	DCN	9606.ENSP00000243077	9606.ENSP00000052754	0	0	0	0	0.105	0.056	0	0.970	0.972
LRP1	SDC2	9606.ENSP00000243077	9606.ENSP00000307046	0	0	0	0	0.101	0	0.900	0.066	0.908
LRP1	SDC4	9606.ENSP00000243077	9606.ENSP00000361818	0	0	0	0	0	0	0.900	0.145	0.910
LRP1	TIMP3	9606.ENSP00000243077	9606.ENSP00000266085	0	0	0	0	0.139	0	0	0.899	0.910
LRP1	HSPG2	9606.ENSP00000243077	9606.ENSP00000363827	0	0	0	0.538	0.118	0	0.900	0.355	0.922
LRP1	ITGB2	9606.ENSP00000243077	9606.ENSP00000380948	0	0	0	0	0	0.161	0.900	0.147	0.922
LRP1	THBS2	9606.ENSP00000243077	9606.ENSP00000355751	0	0	0	0	0.160	0	0	0.916	0.926
LRP1	SDC1	9606.ENSP00000243077	9606.ENSP00000370542	0	0	0	0	0.062	0	0.900	0.302	0.928
LRP1	ITGAM	9606.ENSP00000243077	9606.ENSP00000441691	0	0	0	0	0.049	0	0.900	0.377	0.935
LRP1	MMP9	9606.ENSP00000243077	9606.ENSP00000361405	0	0	0	0	0.062	0	0	0.936	0.938
LRP1	HSP90AA1	9606.ENSP00000243077	9606.ENSP00000335153	0	0	0	0	0	0.181	0	0.964	0.969
LRP1	THBS1	9606.ENSP00000243077	9606.ENSP00000260356	0	0	0	0	0.085	0.675	0	0.943	0.981
LRP1	A2M	9606.ENSP00000243077	9606.ENSP00000323929	0	0	0	0	0.174	0.709	0	0.989	0.997
LRP1	PLAUR	9606.ENSP00000243077	9606.ENSP00000339328	0	0	0	0	0	0.270	0.900	0.980	0.998
MMP1	MMP11	9606.ENSP00000322788	9606.ENSP00000215743	0	0	0	0.810	0	0	0.900	0.700	0.913
MMP1	OSM	9606.ENSP00000322788	9606.ENSP00000215781	0	0	0	0	0	0	0.900	0.420	0.939
MMP1	CTSG	9606.ENSP00000322788	9606.ENSP00000216336	0	0	0	0	0	0	0.900	0.391	0.936
MMP1	LBP	9606.ENSP00000322788	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0.073	0.903
MMP1	TIMP1	9606.ENSP00000322788	9606.ENSP00000218388	0	0	0	0	0.157	0.869	0.900	0.989	0.999
MMP1	MMP2	9606.ENSP00000322788	9606.ENSP00000219070	0	0	0	0.869	0.154	0	0.900	0.883	0.921
MMP1	TGFB1	9606.ENSP00000322788	9606.ENSP00000221930	0	0	0	0	0.076	0	0.900	0.609	0.960
MMP1	HGF	9606.ENSP00000322788	9606.ENSP00000222390	0	0	0	0	0.067	0	0.900	0.527	0.952
MMP1	IL23A	9606.ENSP00000322788	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0.138	0.910
MMP1	LIF	9606.ENSP00000322788	9606.ENSP00000249075	0	0	0	0	0.139	0	0.900	0.208	0.925
MMP1	CMA1	9606.ENSP00000322788	9606.ENSP00000250378	0	0	0	0	0	0.213	0.900	0.303	0.940
MMP1	MMP7	9606.ENSP00000322788	9606.ENSP00000260227	0	0	0.265	0.919	0.062	0.213	0.900	0.806	0.926
MMP1	TIMP2	9606.ENSP00000322788	9606.ENSP00000262768	0	0	0	0	0.098	0.180	0	0.937	0.950
MMP1	NID1	9606.ENSP00000322788	9606.ENSP00000264187	0	0	0	0	0.091	0	0.900	0.341	0.934
MMP1	FGF2	9606.ENSP00000322788	9606.ENSP00000264498	0	0	0	0	0	0	0.900	0.610	0.959
MMP1	STAT3	9606.ENSP00000322788	9606.ENSP00000264657	0	0	0	0	0	0.273	0.900	0.612	0.969
MMP1	KLKB1	9606.ENSP00000322788	9606.ENSP00000264690	0	0	0	0	0	0	0.900	0.217	0.918
MMP1	MMP10	9606.ENSP00000322788	9606.ENSP00000279441	0	0	0.280	0.948	0.361	0	0.900	0.764	0.936
MMP1	MMP3	9606.ENSP00000322788	9606.ENSP00000299855	0	0	0.298	0.953	0.529	0	0.900	0.912	0.953
MMP1	IGF1	9606.ENSP00000322788	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.483	0.946
MMP1	PRSS1	9606.ENSP00000322788	9606.ENSP00000308720	0	0	0	0	0.066	0	0.900	0.086	0.907
MMP1	PLG	9606.ENSP00000322788	9606.ENSP00000308938	0	0	0	0	0.064	0	0.900	0.631	0.962
MMP1	TPSAB1	9606.ENSP00000322788	9606.ENSP00000343577	0	0	0	0	0	0	0.900	0.041	0.900
MMP1	IGFALS	9606.ENSP00000322788	9606.ENSP00000416683	0	0	0	0	0	0	0.900	0.073	0.903
MMP1	PRSS3P2	9606.ENSP00000322788	9606.ENSP00000485444	0	0	0	0	0	0	0.900	0.124	0.908
MMP1	POMC	9606.ENSP00000322788	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.141	0.910
MMP1	IL17F	9606.ENSP00000322788	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.194	0.915
MMP1	SDC1	9606.ENSP00000322788	9606.ENSP00000370542	0	0	0	0	0.088	0	0.900	0.262	0.926
MMP1	IGF2	9606.ENSP00000322788	9606.ENSP00000391826	0	0	0	0	0.076	0	0.900	0.266	0.926
MMP1	BCAN	9606.ENSP00000322788	9606.ENSP00000331210	0	0	0	0	0	0.270	0.900	0.123	0.930
MMP1	SAA1	9606.ENSP00000322788	9606.ENSP00000384906	0	0	0	0	0.063	0	0.900	0.403	0.939
MMP1	ELANE	9606.ENSP00000322788	9606.ENSP00000466090	0	0	0	0	0.052	0	0.900	0.459	0.944
MMP1	IL17A	9606.ENSP00000322788	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.495	0.947
MMP1	IGFBP3	9606.ENSP00000322788	9606.ENSP00000370473	0	0	0	0	0.142	0.213	0.900	0.335	0.949
MMP1	LCN2	9606.ENSP00000322788	9606.ENSP00000362108	0	0	0	0	0.052	0	0.900	0.508	0.949
MMP1	IL10	9606.ENSP00000322788	9606.ENSP00000412237	0	0	0	0	0.052	0	0.900	0.565	0.955
MMP1	MMP9	9606.ENSP00000322788	9606.ENSP00000361405	0	0	0	0.750	0.518	0	0.900	0.901	0.961
MMP1	VEGFA	9606.ENSP00000322788	9606.ENSP00000478570	0	0	0	0	0.069	0	0.900	0.683	0.967
MMP1	BSG	9606.ENSP00000322788	9606.ENSP00000333769	0	0	0	0	0	0.270	0.800	0.802	0.968
MMP1	IL6	9606.ENSP00000322788	9606.ENSP00000385675	0	0	0	0	0.154	0	0.900	0.710	0.973
MMP1	ACAN	9606.ENSP00000322788	9606.ENSP00000387356	0	0	0	0	0	0.228	0.900	0.697	0.974
MMP10	TIMP1	9606.ENSP00000279441	9606.ENSP00000218388	0	0	0	0	0.087	0.844	0	0.870	0.980
MMP10	TIMP2	9606.ENSP00000279441	9606.ENSP00000262768	0	0	0	0	0.064	0.828	0	0.816	0.968
MMP10	CTRB1	9606.ENSP00000279441	9606.ENSP00000354294	0	0	0	0	0	0	0.900	0	0.900
MMP10	PRSS1	9606.ENSP00000279441	9606.ENSP00000308720	0	0	0	0	0	0	0.900	0	0.900
MMP10	CTRB2	9606.ENSP00000279441	9606.ENSP00000303963	0	0	0	0	0	0	0.900	0	0.900
MMP10	BCAN	9606.ENSP00000279441	9606.ENSP00000331210	0	0	0	0	0	0.270	0.900	0.063	0.925
MMP10	MMP3	9606.ENSP00000279441	9606.ENSP00000299855	0	0	0.448	0.980	0.311	0.738	0.650	0.825	0.933
MMP10	MMP1	9606.ENSP00000279441	9606.ENSP00000322788	0	0	0.280	0.948	0.361	0	0.900	0.764	0.936
MMP10	PLG	9606.ENSP00000279441	9606.ENSP00000308938	0	0	0	0	0.064	0	0.900	0.534	0.952
MMP10	MMP9	9606.ENSP00000279441	9606.ENSP00000361405	0	0	0	0.786	0.530	0.213	0.900	0.836	0.966
MMP11	MMP1	9606.ENSP00000215743	9606.ENSP00000322788	0	0	0	0.810	0	0	0.900	0.700	0.913
MMP11	FURIN	9606.ENSP00000215743	9606.ENSP00000483552	0	0	0	0	0	0	0.900	0.470	0.944
MMP12	LAMC2	9606.ENSP00000458585	9606.ENSP00000264144	0	0	0	0	0.062	0	0.900	0.169	0.915
MMP12	NID1	9606.ENSP00000458585	9606.ENSP00000264187	0	0	0	0	0	0	0.900	0.327	0.929
MMP12	PLG	9606.ENSP00000458585	9606.ENSP00000308938	0	0	0	0	0.064	0	0.900	0.533	0.952
MMP12	LAMA3	9606.ENSP00000458585	9606.ENSP00000324532	0	0	0	0	0.065	0	0.900	0.162	0.914
MMP12	COL12A1	9606.ENSP00000458585	9606.ENSP00000325146	0	0	0	0	0.065	0.059	0.900	0.277	0.927
MMP12	PLAUR	9606.ENSP00000458585	9606.ENSP00000339328	0	0	0	0	0.065	0.213	0.900	0.393	0.949
MMP12	COL18A1	9606.ENSP00000458585	9606.ENSP00000347665	0	0	0	0	0.062	0	0.900	0.341	0.932
MMP12	HSPG2	9606.ENSP00000458585	9606.ENSP00000363827	0	0	0	0	0	0	0.900	0.278	0.924
MMP12	LAMB3	9606.ENSP00000458585	9606.ENSP00000375778	0	0	0	0	0.088	0	0.900	0.146	0.915
MMP12	ACAN	9606.ENSP00000458585	9606.ENSP00000387356	0	0	0	0	0	0.060	0.900	0.418	0.940
MMP13	TIMP1	9606.ENSP00000260302	9606.ENSP00000218388	0	0	0	0	0.063	0.180	0	0.920	0.934
MMP13	PRSS1	9606.ENSP00000260302	9606.ENSP00000308720	0	0	0	0	0	0	0.900	0.062	0.902
MMP13	CBFB	9606.ENSP00000260302	9606.ENSP00000415151	0	0	0	0	0.062	0	0.900	0.070	0.905
MMP13	ADAMTS5	9606.ENSP00000260302	9606.ENSP00000284987	0	0	0	0	0	0.233	0	0.883	0.906
MMP13	MMP16	9606.ENSP00000260302	9606.ENSP00000286614	0	0	0	0.859	0	0	0.900	0.768	0.910
MMP13	OPTC	9606.ENSP00000260302	9606.ENSP00000356191	0	0	0	0	0	0	0.900	0.148	0.911
MMP13	COL15A1	9606.ENSP00000260302	9606.ENSP00000364140	0	0	0	0	0.062	0	0.900	0.164	0.914
MMP13	LAMA3	9606.ENSP00000260302	9606.ENSP00000324532	0	0	0	0	0	0	0.900	0.180	0.914
MMP13	LAMC2	9606.ENSP00000260302	9606.ENSP00000264144	0	0	0	0	0	0	0.900	0.194	0.915
MMP13	LAMB3	9606.ENSP00000260302	9606.ENSP00000375778	0	0	0	0	0	0	0.900	0.235	0.920
MMP13	COL9A3	9606.ENSP00000260302	9606.ENSP00000341640	0	0	0	0	0	0.059	0.900	0.245	0.922
MMP13	COL14A1	9606.ENSP00000260302	9606.ENSP00000297848	0	0	0	0	0	0.059	0.900	0.260	0.924
MMP13	COL18A1	9606.ENSP00000260302	9606.ENSP00000347665	0	0	0	0	0.062	0	0.900	0.260	0.924
MMP13	COL9A2	9606.ENSP00000260302	9606.ENSP00000361834	0	0	0	0	0	0.059	0.900	0.290	0.927
MMP13	MMP14	9606.ENSP00000260302	9606.ENSP00000308208	0	0	0.241	0.854	0.062	0.213	0.900	0.798	0.931
MMP13	BCAN	9606.ENSP00000260302	9606.ENSP00000331210	0	0	0	0	0	0.270	0.900	0.170	0.934
MMP13	HSPG2	9606.ENSP00000260302	9606.ENSP00000363827	0	0	0	0	0	0	0.900	0.390	0.936
MMP13	COL9A1	9606.ENSP00000260302	9606.ENSP00000349790	0	0	0	0	0	0.059	0.900	0.453	0.944
MMP13	PLG	9606.ENSP00000260302	9606.ENSP00000308938	0	0	0	0	0.064	0	0.900	0.506	0.949
MMP13	TIMP2	9606.ENSP00000260302	9606.ENSP00000262768	0	0	0	0	0	0.702	0	0.925	0.976
MMP13	RUNX2	9606.ENSP00000260302	9606.ENSP00000360493	0	0	0	0	0	0	0.900	0.779	0.976
MMP13	ACAN	9606.ENSP00000260302	9606.ENSP00000387356	0	0	0	0	0	0.060	0.900	0.883	0.988
MMP14	DCN	9606.ENSP00000308208	9606.ENSP00000052754	0	0	0	0	0.100	0	0.900	0.501	0.951
MMP14	TIMP1	9606.ENSP00000308208	9606.ENSP00000218388	0	0	0	0	0.159	0.977	0	0.986	0.999
MMP14	MMP2	9606.ENSP00000308208	9606.ENSP00000219070	0	0	0	0.765	0.419	0.213	0.800	0.988	0.923
MMP14	MMP15	9606.ENSP00000308208	9606.ENSP00000219271	0	0	0	0.957	0.076	0	0.900	0.808	0.906
MMP14	LAMB1	9606.ENSP00000308208	9606.ENSP00000222399	0	0	0	0	0.162	0	0.900	0.181	0.925
MMP14	MMP24	9606.ENSP00000308208	9606.ENSP00000246186	0	0	0.252	0.951	0	0	0.900	0.684	0.904
MMP14	LAMA5	9606.ENSP00000308208	9606.ENSP00000252999	0	0	0	0	0.076	0	0.900	0.197	0.919
MMP14	LAMC1	9606.ENSP00000308208	9606.ENSP00000258341	0	0	0	0	0.182	0	0.900	0.206	0.929
MMP14	MMP13	9606.ENSP00000308208	9606.ENSP00000260302	0	0	0.241	0.854	0.062	0.213	0.900	0.798	0.931
MMP14	TIMP2	9606.ENSP00000308208	9606.ENSP00000262768	0	0	0	0	0.153	0.884	0.900	0.990	0.999
MMP14	LAMC2	9606.ENSP00000308208	9606.ENSP00000264144	0	0	0	0	0.069	0	0.900	0.321	0.931
MMP14	NID1	9606.ENSP00000308208	9606.ENSP00000264187	0	0	0	0	0.224	0	0.900	0.430	0.951
MMP14	MMP16	9606.ENSP00000308208	9606.ENSP00000286614	0	0	0	0.955	0	0	0.900	0.820	0.903
MMP14	MMP25	9606.ENSP00000308208	9606.ENSP00000337816	0	0	0	0.870	0	0	0.900	0.639	0.908
MMP14	MMP17	9606.ENSP00000308208	9606.ENSP00000353767	0	0	0	0.853	0	0	0.900	0.764	0.911
MMP14	OLR1	9606.ENSP00000308208	9606.ENSP00000309124	0	0	0	0	0.062	0	0	0.919	0.921
MMP14	LAMA3	9606.ENSP00000308208	9606.ENSP00000324532	0	0	0	0	0.076	0	0.900	0.217	0.921
MMP14	LAMB3	9606.ENSP00000308208	9606.ENSP00000375778	0	0	0	0	0.184	0	0.900	0.202	0.929
MMP14	SRC	9606.ENSP00000308208	9606.ENSP00000362680	0	0	0	0	0.110	0	0	0.923	0.929
MMP14	ADI1	9606.ENSP00000308208	9606.ENSP00000333666	0	0	0	0	0.062	0.270	0	0.922	0.942
MMP14	RDX	9606.ENSP00000308208	9606.ENSP00000384136	0	0	0	0	0.053	0.800	0	0.745	0.947
MMP14	CAV1	9606.ENSP00000308208	9606.ENSP00000339191	0	0	0	0	0.214	0.270	0	0.921	0.951
MMP14	HSPG2	9606.ENSP00000308208	9606.ENSP00000363827	0	0	0	0	0.231	0	0.900	0.436	0.952
MMP14	SPOCK3	9606.ENSP00000308208	9606.ENSP00000349677	0	0	0	0	0	0.270	0.900	0.616	0.969
MMP14	BCAR1	9606.ENSP00000308208	9606.ENSP00000391669	0	0	0	0	0.098	0.270	0	0.970	0.979
MMP14	CD44	9606.ENSP00000308208	9606.ENSP00000398632	0	0	0	0	0.111	0	0	0.988	0.989
MMP14	FURIN	9606.ENSP00000308208	9606.ENSP00000483552	0	0	0	0	0.099	0.675	0.900	0.858	0.995
MMP15	MMP24	9606.ENSP00000219271	9606.ENSP00000246186	0	0	0	0.947	0	0	0.900	0.775	0.904
MMP15	MMP16	9606.ENSP00000219271	9606.ENSP00000286614	0	0	0	0.954	0	0	0.900	0.909	0.904
MMP15	MMP14	9606.ENSP00000219271	9606.ENSP00000308208	0	0	0	0.957	0.076	0	0.900	0.808	0.906
MMP15	MMP25	9606.ENSP00000219271	9606.ENSP00000337816	0	0	0	0.874	0	0	0.900	0.670	0.908
MMP15	MMP17	9606.ENSP00000219271	9606.ENSP00000353767	0	0	0	0.842	0	0	0.900	0.909	0.914
MMP15	TIMP2	9606.ENSP00000219271	9606.ENSP00000262768	0	0	0	0	0	0.180	0.650	0.758	0.924
MMP15	NID1	9606.ENSP00000219271	9606.ENSP00000264187	0	0	0	0	0.062	0	0.900	0.314	0.930
MMP15	HSPG2	9606.ENSP00000219271	9606.ENSP00000363827	0	0	0	0	0.111	0	0.900	0.294	0.931
MMP15	FURIN	9606.ENSP00000219271	9606.ENSP00000483552	0	0	0	0	0.062	0	0.900	0.428	0.941
MMP16	MMP2	9606.ENSP00000286614	9606.ENSP00000219070	0	0	0	0.768	0.104	0	0.900	0.820	0.924
MMP16	MMP15	9606.ENSP00000286614	9606.ENSP00000219271	0	0	0	0.954	0	0	0.900	0.909	0.904
MMP16	MMP24	9606.ENSP00000286614	9606.ENSP00000246186	0	0	0.211	0.970	0	0	0.900	0.761	0.902
MMP16	MMP13	9606.ENSP00000286614	9606.ENSP00000260302	0	0	0	0.859	0	0	0.900	0.768	0.910
MMP16	TIMP2	9606.ENSP00000286614	9606.ENSP00000262768	0	0	0	0	0	0.180	0.900	0.728	0.975
MMP16	MMP14	9606.ENSP00000286614	9606.ENSP00000308208	0	0	0	0.955	0	0	0.900	0.820	0.903
MMP16	MMP25	9606.ENSP00000286614	9606.ENSP00000337816	0	0	0	0.867	0	0	0.900	0.681	0.908
MMP16	MMP17	9606.ENSP00000286614	9606.ENSP00000353767	0	0	0	0.844	0.062	0	0.900	0.906	0.915
MMP16	FURIN	9606.ENSP00000286614	9606.ENSP00000483552	0	0	0	0	0.053	0	0.900	0.437	0.942
MMP16	CSPG4	9606.ENSP00000286614	9606.ENSP00000312506	0	0	0	0	0.084	0	0	0.951	0.953
MMP17	MMP15	9606.ENSP00000353767	9606.ENSP00000219271	0	0	0	0.842	0	0	0.900	0.909	0.914
MMP17	MMP24	9606.ENSP00000353767	9606.ENSP00000246186	0	0	0	0.859	0.062	0	0.900	0.753	0.912
MMP17	TIMP2	9606.ENSP00000353767	9606.ENSP00000262768	0	0	0	0	0.067	0.180	0.650	0.705	0.910
MMP17	MMP16	9606.ENSP00000353767	9606.ENSP00000286614	0	0	0	0.844	0.062	0	0.900	0.906	0.915
MMP17	MMP14	9606.ENSP00000353767	9606.ENSP00000308208	0	0	0	0.853	0	0	0.900	0.764	0.911
MMP17	MMP25	9606.ENSP00000353767	9606.ENSP00000337816	0	0	0	0.927	0	0	0.900	0.764	0.905
MMP17	FURIN	9606.ENSP00000353767	9606.ENSP00000483552	0	0	0	0	0.053	0	0.900	0.453	0.943
MMP19	LAMC2	9606.ENSP00000313437	9606.ENSP00000264144	0	0	0	0	0	0	0.900	0	0.900
MMP19	NID1	9606.ENSP00000313437	9606.ENSP00000264187	0	0	0	0	0.076	0	0.900	0.350	0.934
MMP19	LAMB3	9606.ENSP00000313437	9606.ENSP00000375778	0	0	0	0	0.076	0	0.900	0	0.903
MMP19	BCAN	9606.ENSP00000313437	9606.ENSP00000331210	0	0	0	0	0	0	0.900	0.083	0.904
MMP19	LAMA3	9606.ENSP00000313437	9606.ENSP00000324532	0	0	0	0	0	0	0.900	0.149	0.911
MMP2	DCN	9606.ENSP00000219070	9606.ENSP00000052754	0	0	0	0	0.791	0.213	0.900	0.558	0.991
MMP2	EFNB1	9606.ENSP00000219070	9606.ENSP00000204961	0	0	0	0	0.087	0	0.900	0.141	0.914
MMP2	OSM	9606.ENSP00000219070	9606.ENSP00000215781	0	0	0	0	0	0	0.900	0.322	0.929
MMP2	LBP	9606.ENSP00000219070	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0.124	0.908
MMP2	TIMP1	9606.ENSP00000219070	9606.ENSP00000218388	0	0	0	0	0.155	0.327	0.900	0.989	0.999
MMP2	IGFALS	9606.ENSP00000219070	9606.ENSP00000416683	0	0	0	0	0	0	0.900	0	0.900
MMP2	OPTC	9606.ENSP00000219070	9606.ENSP00000356191	0	0	0	0	0	0	0.900	0.088	0.904
MMP2	EFNB3	9606.ENSP00000219070	9606.ENSP00000226091	0	0	0	0	0.063	0	0.900	0.059	0.904
MMP2	EPHB6	9606.ENSP00000219070	9606.ENSP00000481994	0	0	0	0	0	0	0.900	0.081	0.904
MMP2	EPHB1	9606.ENSP00000219070	9606.ENSP00000381097	0	0	0	0	0	0	0.900	0.079	0.904
MMP2	MMP9	9606.ENSP00000219070	9606.ENSP00000361405	0	0	0	0.929	0.062	0	0.900	0.923	0.908
MMP2	IL23A	9606.ENSP00000219070	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0.127	0.908
MMP2	IL17F	9606.ENSP00000219070	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.143	0.910
MMP2	POMC	9606.ENSP00000219070	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.181	0.914
MMP2	LAMA3	9606.ENSP00000219070	9606.ENSP00000324532	0	0	0	0	0	0	0.900	0.195	0.916
MMP2	EDN1	9606.ENSP00000219070	9606.ENSP00000368683	0	0	0	0	0.062	0	0.800	0.604	0.919
MMP2	IBSP	9606.ENSP00000219070	9606.ENSP00000226284	0	0	0	0	0	0	0	0.919	0.919
MMP2	SAA1	9606.ENSP00000219070	9606.ENSP00000384906	0	0	0	0	0	0	0.900	0.235	0.920
MMP2	MMP1	9606.ENSP00000219070	9606.ENSP00000322788	0	0	0	0.869	0.154	0	0.900	0.883	0.921
MMP2	LAMB3	9606.ENSP00000219070	9606.ENSP00000375778	0	0	0	0	0.064	0	0.900	0.233	0.921
MMP2	EPHB4	9606.ENSP00000219070	9606.ENSP00000350896	0	0	0	0	0.092	0	0.900	0.210	0.922
MMP2	MMP14	9606.ENSP00000219070	9606.ENSP00000308208	0	0	0	0.765	0.419	0.213	0.800	0.988	0.923
MMP2	MMP16	9606.ENSP00000219070	9606.ENSP00000286614	0	0	0	0.768	0.104	0	0.900	0.820	0.924
MMP2	EFNB2	9606.ENSP00000219070	9606.ENSP00000245323	0	0	0	0	0.065	0	0.900	0.261	0.924
MMP2	ITGB2	9606.ENSP00000219070	9606.ENSP00000380948	0	0	0	0	0	0.069	0.900	0.250	0.924
MMP2	LAMC2	9606.ENSP00000219070	9606.ENSP00000264144	0	0	0	0	0	0	0.900	0.288	0.925
MMP2	LIF	9606.ENSP00000219070	9606.ENSP00000249075	0	0	0	0	0.077	0	0.900	0.288	0.928
MMP2	EPHB3	9606.ENSP00000219070	9606.ENSP00000332118	0	0	0	0	0.053	0	0.900	0.305	0.928
MMP2	SCUBE3	9606.ENSP00000219070	9606.ENSP00000274938	0	0	0	0	0	0.316	0.900	0.048	0.929
MMP2	EPHB2	9606.ENSP00000219070	9606.ENSP00000363763	0	0	0	0	0	0.213	0.900	0.193	0.930
MMP2	ITGAM	9606.ENSP00000219070	9606.ENSP00000441691	0	0	0	0	0	0	0.900	0.381	0.935
MMP2	A2M	9606.ENSP00000219070	9606.ENSP00000323929	0	0	0	0	0.133	0.632	0.600	0.570	0.937
MMP2	SPOCK3	9606.ENSP00000219070	9606.ENSP00000349677	0	0	0	0	0	0	0.900	0.398	0.937
MMP2	HSP90AA1	9606.ENSP00000219070	9606.ENSP00000335153	0	0	0	0	0	0.270	0	0.918	0.938
MMP2	BCAN	9606.ENSP00000219070	9606.ENSP00000331210	0	0	0	0	0	0.270	0.900	0.258	0.941
MMP2	SPARC	9606.ENSP00000219070	9606.ENSP00000231061	0	0	0	0	0.878	0	0	0.550	0.943
MMP2	IL17A	9606.ENSP00000219070	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.460	0.943
MMP2	HBEGF	9606.ENSP00000219070	9606.ENSP00000230990	0	0	0	0	0.062	0	0.900	0.459	0.944
MMP2	IGF2	9606.ENSP00000219070	9606.ENSP00000391826	0	0	0	0	0.165	0	0.900	0.394	0.944
MMP2	COL1A2	9606.ENSP00000219070	9606.ENSP00000297268	0	0	0	0	0.824	0.397	0	0.559	0.949
MMP2	SDC2	9606.ENSP00000219070	9606.ENSP00000307046	0	0	0	0	0.152	0	0.900	0.463	0.950
MMP2	TEK	9606.ENSP00000219070	9606.ENSP00000369375	0	0	0	0	0.141	0	0.900	0.490	0.952
MMP2	ANGPT1	9606.ENSP00000219070	9606.ENSP00000428340	0	0	0	0	0.085	0.070	0.900	0.504	0.952
MMP2	TIMP4	9606.ENSP00000219070	9606.ENSP00000287814	0	0	0	0	0.070	0.560	0	0.895	0.953
MMP2	IGFBP3	9606.ENSP00000219070	9606.ENSP00000370473	0	0	0	0	0.196	0.213	0.900	0.392	0.956
MMP2	THBS1	9606.ENSP00000219070	9606.ENSP00000260356	0	0	0	0	0.157	0.270	0.800	0.691	0.956
MMP2	IL10	9606.ENSP00000219070	9606.ENSP00000412237	0	0	0	0	0	0	0.900	0.601	0.958
MMP2	IGF1	9606.ENSP00000219070	9606.ENSP00000302665	0	0	0	0	0.062	0	0.900	0.601	0.959
MMP2	SRC	9606.ENSP00000219070	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.622	0.960
MMP2	RECK	9606.ENSP00000219070	9606.ENSP00000367202	0	0	0	0	0.089	0	0.900	0.613	0.961
MMP2	HGF	9606.ENSP00000219070	9606.ENSP00000222390	0	0	0	0	0.088	0	0.900	0.612	0.961
MMP2	ACAN	9606.ENSP00000219070	9606.ENSP00000387356	0	0	0	0	0.062	0.228	0.900	0.597	0.967
MMP2	COL1A1	9606.ENSP00000219070	9606.ENSP00000225964	0	0	0	0	0.879	0.355	0	0.612	0.967
MMP2	FGF2	9606.ENSP00000219070	9606.ENSP00000264498	0	0	0	0	0.088	0	0.900	0.691	0.969
MMP2	IL6	9606.ENSP00000219070	9606.ENSP00000385675	0	0	0	0	0.076	0	0.900	0.715	0.971
MMP2	THBS2	9606.ENSP00000219070	9606.ENSP00000355751	0	0	0	0	0.339	0.270	0	0.946	0.971
